0.37	182000000000000	0.337	0.00594
0.39	182000000000000	0.324	0.00512
0.41	182000000000000	0.317	0.00471
0.43	182000000000000	0.286	0.00398
0.46	182000000000000	0.285	0.00343
0.48	182000000000000	0.28	0.00311
0.5	182000000000000	0.261	0.00315
1.47	182000000000000	0.101	0.00253
2.4	182000000000000	0.0639	0.00137
3.41	182000000000000	0.0462	0.0016
4.39	182000000000000	0.0385	0.00141
5.38	182000000000000	0.0346	0.0018
6.39	182000000000000	0.0279	0.0025
7.38	182000000000000	0.0244	0.00158
8.37	182000000000000	0.0264	0.00282
9.37	182000000000000	0.0233	0.00178
10.36	182000000000000	0.0214	0.00235
11.35	182000000000000	0.0166	0.00196
12.35	182000000000000	0.0166	0.00253
13.36	182000000000000	0.0151	0.00139
14.41	182000000000000	0.014	0.00165
15.36	182000000000000	0.0138	0.00189
16.34	182000000000000	0.0113	0.00218
19.32	182000000000000	0.0147	0.00349
20.32	182000000000000	0.00757	0.00188
21.39	182000000000000	0.0146	0.00426
22.32	182000000000000	0.00583	0.00217
0.57	393000000000000	0.184	0.0245
1.19	393000000000000	0.0698	0.0147
1.41	393000000000000	0.0735	0.00367
1.46	393000000000000	0.0723	0.00367
2.5	393000000000000	0.0429	0.00367
3.49	393000000000000	0.0331	0.00245
7.17	393000000000000	0.0163	0.000857
10.12	393000000000000	0.0129	0.000612
15.13	393000000000000	0.00772	0.000612
21.09	393000000000000	0.00502	0.00049
37.1	393000000000000	0.00171	0.00049
48.13	393000000000000	0.00122	0.000367
0.1133982407	1.21E+018	0.0056243616	0.0012613458
0.1136608565	1.21E+018	0.0052108056	0.0011703635
0.1139647569	1.21E+018	0.0066996072	0.0014722594
0.1142752894	1.21E+018	0.005583006	0.0011993124
0.1145561343	1.21E+018	0.00620334	0.0013895482
0.1148574537	1.21E+018	0.0054589392	0.0011993124
0.1152109144	1.21E+018	0.0059138508	0.0010049411
0.2007467708	1.21E+018	0.0025557761	0.0004962672
0.2467783912	1.21E+018	0.0020884578	0.0004590472
0.2475164468	1.21E+018	0.0026591651	0.0006037918
0.248374213	1.21E+018	0.0021587623	0.0004342338
0.9874367824	1.21E+018	0.0002638487	5.996562E-05
0.9887514005	1.21E+018	0.0002977603	6.6996072E-05
0.9900005556	1.21E+018	0.0003953595	7.650786E-05
1.118338125	1.21E+018	0.0003482142	7.8162084E-05
1.1194640394	1.21E+018	0.0002398625	5.4175836E-05
1.1209774653	1.21E+018	0.0002799774	6.3274068E-05
1.1221904861	1.21E+018	0.0002998281	6.7823184E-05
1.1232889352	1.21E+018	0.0003966002	8.9328096E-05
1.1240536111	1.21E+018	0.0005045383	0.0001141415
1.1250634722	1.21E+018	0.0002621945	5.9138508E-05
1.1265812037	1.21E+018	0.0002592996	5.8311396E-05
1.1280402199	1.21E+018	0.000313889	6.9477408E-05
1.1290348264	1.21E+018	0.0003258821	7.3199412E-05
1.1300012269	1.21E+018	0.0004590472	0.0001025619
1.1311155556	1.21E+018	0.0002956925	0.000066169
1.132552662	1.21E+018	0.0004342338	7.1545188E-05
1.1717603704	1.21E+018	0.0004879961	0.0001091788
1.1727658681	1.21E+018	0.0002750147	6.20334E-05
1.1742879398	1.21E+018	0.0002626081	5.9138508E-05
1.1758609606	1.21E+018	0.0002717063	5.0867388E-05
1.1948994444	1.21E+018	0.0002109136	4.4250492E-05
1.8561590278	1.21E+018	0.000251442	5.5416504E-05
1.8579472917	1.21E+018	0.0002576454	5.789784E-05
1.8602252083	1.21E+018	0.0001790697	3.35393916E-05
1.9103237731	1.21E+018	0.0001550835	3.50695488E-05
1.9125496412	1.21E+018	0.0001736935	3.93291756E-05
1.91458125	1.21E+018	0.0002489607	5.5002948E-05
1.9162497222	1.21E+018	0.0002468929	5.583006E-05
1.9185514583	1.21E+018	0.0001162092	3.00655212E-05
1.9205997454	1.21E+018	0.000206778	4.6731828E-05
1.9228242245	1.21E+018	0.000169558	3.74681736E-05
1.9256862153	1.21E+018	0.0001617004	2.99414544E-05
1.9863265972	1.21E+018	0.0002042967	4.5904716E-05
1.9888723264	1.21E+018	0.0001488802	2.89902756E-05
2.0414782176	1.21E+018	0.0002171169	4.9213164E-05
2.0438720255	1.21E+018	0.0001149686	2.82458748E-05
2.8385060417	1.21E+018	0.0001327515	3.15956784E-05
2.8412880787	1.21E+018	0.0001029754	2.67570732E-05
2.8450093981	1.21E+018	0.000129443	2.41103148E-05
2.9780347106	1.21E+018	0.0001195177	3.10994112E-05
2.9805632986	1.21E+018	0.0001017348	2.65502952E-05
2.9838230787	1.21E+018	7.5267192E-05	0.000019768
2.9866788079	1.21E+018	0.0001360599	3.54417492E-05
2.9887933218	1.21E+018	0.0001066974	2.79563856E-05
2.9918328935	1.21E+018	0.0001215855	2.6674362E-05
3.0381464352	1.21E+018	0.0001029754	2.67984288E-05
3.0415824421	1.21E+018	0.0001029754	2.68397844E-05
3.0442792824	1.21E+018	0.000099667	2.59713168E-05
3.0477577199	1.21E+018	8.7673872E-05	2.2952358E-05
3.0512088426	1.21E+018	0.0001058703	2.52682716E-05
3.3661266782	1.21E+018	7.030452E-05	1.83205308E-05
3.370297963	1.21E+018	8.5192536E-05	2.22906684E-05
3.3742354977	1.21E+018	7.9402752E-05	1.7162574E-05
3.5157247222	1.21E+018	7.4026524E-05	1.52188608E-05
3.9790592361	1.21E+018	6.9063852E-05	1.80723972E-05
3.9839192014	1.21E+018	6.5755404E-05	1.72452852E-05
3.9882722222	1.21E+018	7.6921416E-05	2.0057466E-05
4.7795729051	1.21E+018	5.0453832E-05	1.3233792E-05
4.848484919	1.21E+018	0.000037799	0.000008602
4.8955259144	1.21E+018	0.000069891	1.84445976E-05
4.9045848611	1.21E+018	4.7972496E-05	1.07111004E-05
5.6460751968	1.21E+018	3.30017688E-05	7.9402752E-06
5.7135997338	1.21E+018	7.4026524E-05	1.55910612E-05
5.7780569676	1.21E+018	0.000058725	1.550835E-05
6.1549319444	1.21E+018	2.86180752E-05	0.000006741
6.7411745949	1.21E+018	3.8047152E-05	8.27112E-06
8.589586875	1.21E+018	2.38621812E-05	4.1148822E-06
10.0355615394	1.21E+018	2.38208256E-05	3.91637532E-06
11.1868659144	1.21E+018	1.86513756E-05	4.2182712E-06
